172	181	173	
194	214	192	
210	222	208	
302	422	319	
207	209	208	
189	191	187	
224	264	244	
213	229	228	
211	257	205	
194	221	214	
188	189	187	
77	335	76	
221	241	214	
204	206	205	
229	231	230	
219	245	225	
189	192	191	
290	381	363	
209	242	210	
137	370	318	
263	297	262	
172	173	171	
10	293	292	
207	208	206	
242	243	210	
186	268	267	
180	256	175	
251	252	250	
168	169	167	
329	395	117	
195	332	194	
246	332	195	
211	262	257	
179	215	180	
209	210	208	
149	150	148	
184	187	186	
126	380	75	
157	333	156	
156	333	179	
147	148	124	
206	211	205	
319	360	216	
194	332	221	
184	186	183	
207	383	209	
232	235	234	
151	153	150	
274	361	226	
174	178	170	
204	205	203	
182	366	322	
190	224	223	
56	135	55	
50	120	49	
54	117	53	
52	137	51	
62	119	61	
59	336	58	
60	133	59	
58	118	57	
61	337	60	
51	338	50	
57	340	56	
156	179	175	
74	380	145	
296	377	255	
129	346	82	
290	363	132	
264	306	244	
361	394	261	
153	204	203	
161	326	159	
322	353	321	
370	395	318	
190	202	178	
182	184	183	
141	347	33	
78	348	140	
307	408	299	
215	216	180	
71	349	138	
139	350	40	
179	180	175	
159	326	177	
154	352	151	
153	203	150	
177	333	157	
177	355	313	
156	175	154	
174	190	178	
308	379	191	
219	282	245	
412	413	259	
211	341	263	
235	247	236	
171	174	170	
222	341	208	
208	341	206	
190	223	202	
167	342	166	
206	341	211	
204	371	207	
298	364	246	
182	183	173	
224	244	223	
375	421	238	
260	419	416	
175	352	154	
199	307	201	
248	251	250	
331	344	203	
180	345	256	
5	400	38	
73	401	6	
165	167	166	
253	254	252	
267	358	183	
247	354	248	
169	171	170	
165	425	168	
39	400	5	
6	401	72	
273	397	325	
284	427	353	
150	344	148	
148	269	124	
178	342	170	
80	398	4	
4	398	79	
3	399	98	
32	399	3	
164	425	165	
181	182	173	
284	389	125	
272	287	231	
232	357	235	
260	296	255	
202	351	219	
216	345	180	
197	366	181	
376	403	324	
151	352	153	
350	393	144	
378	420	162	
162	420	164	
119	337	61	
137	338	51	
58	336	118	
60	337	133	
133	336	59	
56	340	135	
50	338	120	
118	340	57	
256	352	175	
145	394	349	
169	426	172	
223	351	202	
393	415	262	
231	357	232	
201	389	353	
49	339	48	
63	362	62	
353	427	321	
165	166	163	
235	295	247	
216	391	319	
148	344	269	
226	361	261	
291	369	9	
170	342	167	
203	344	150	
229	272	231	
191	379	187	
183	358	173	
219	351	282	
171	358	174	
173	358	171	
251	253	252	
238	421	363	
283	367	284	
270	360	271	
326	355	177	
253	258	255	
200	359	213	
176	386	373	
271	382	242	
297	376	330	
169	170	167	
199	201	197	
293	406	405	
190	374	224	
332	364	301	
380	418	145	
248	354	251	
186	379	268	
263	376	297	
235	357	295	
53	370	52	
163	356	161	
210	385	222	
161	356	326	
297	393	262	
246	364	332	
287	357	231	
387	392	264	
253	255	254	
201	366	197	
52	370	137	
117	370	53	
288	369	266	
258	260	255	
352	371	153	
312	384	241	
329	414	135	
117	414	329	
215	391	216	
299	407	66	
224	387	264	
374	387	224	
307	389	201	
153	371	204	
292	404	294	
166	356	163	
181	366	182	
265	396	359	
120	339	49	
62	362	119	
160	386	176	
363	421	368	
225	375	355	
213	359	229	
371	383	207	
48	134	47	
64	136	63	
325	397	305	
256	371	352	
267	374	358	
241	384	273	
145	418	394	
131	428	367	
358	374	174	
324	403	222	
330	376	127	
54	414	117	
135	414	55	
346	384	312	
275	428	274	
244	388	223	
152	416	155	
343	388	244	
268	392	387	
75	380	74	
176	373	354	
336	372	118	
305	397	311	
373	386	258	
247	378	354	
245	375	225	
123	388	343	
174	374	190	
229	359	272	
147	410	149	
187	379	186	
253	373	258	
134	291	47	
404	405	240	
267	387	374	
242	382	243	
405	408	240	
310	415	139	
64	292	136	
254	377	289	
38	400	144	
145	401	73	
363	368	132	
292	294	136	
262	415	257	
321	427	275	
299	408	405	
347	399	32	
79	398	348	
139	415	393	
295	378	247	
243	385	210	
255	377	254	
345	383	256	
359	396	272	
136	365	362	
143	398	80	
98	399	142	
129	384	346	
256	383	371	
140	424	335	
222	403	341	
355	375	313	
268	387	267	
261	418	298	
381	391	237	
354	373	251	
263	403	376	
136	362	63	
48	339	134	
298	418	380	
350	400	39	
72	401	349	
237	391	215	
353	389	284	
251	373	253	
354	378	176	
130	417	331	
294	365	136	
55	414	54	
142	399	347	
348	398	143	
300	411	312	
10	406	293	
168	426	169	
335	424	301	
139	393	350	
349	394	138	
271	422	334	
406	407	405	
300	424	411	
349	401	145	
144	400	350	
367	428	275	
223	388	351	
348	411	140	
293	405	404	
334	422	302	
301	424	300	
341	403	263	
411	424	140	
331	417	344	
405	407	299	
365	413	362	
337	412	328	
120	409	339	
368	421	245	
119	412	337	
287	429	357	
258	419	260	
344	417	269	
362	413	119	
134	402	291	
360	422	271	
386	419	258	
367	427	284	
275	427	367	
394	418	261	
119	413	412	
259	413	365	
245	421	375	
357	429	295	
396	426	168	
295	420	378	
265	426	396	
420	429	164	
295	429	420	
66	407	8	
7	288	45	
46	288	7	
8	406	65	
8	407	406	
9	288	46	
