130	331	257	
257	310	130	
264	392	122	
214	325	192	
266	289	196	
240	423	294	
135	278	277	
120	338	285	
280	336	133	
279	280	228	
271	334	128	
146	266	196	
269	417	43	
280	328	227	
65	406	10	
152	410	296	
128	382	271	
296	416	152	
285	338	317	
301	364	335	
308	392	268	
134	339	276	
166	342	286	
122	306	264	
335	364	126	
228	280	227	
323	390	382	
9	369	288	
87	343	306	
227	412	259	
274	428	309	
323	382	128	
273	325	214	
44	269	43	
230	279	228	
286	342	218	
118	372	278	
47	291	9	
216	360	345	
192	325	191	
212	259	239	
122	392	304	
294	423	239	
281	329	277	
234	281	277	
123	327	282	
243	390	385	
291	402	266	
309	428	131	
133	328	280	
286	355	326	
345	360	270	
327	368	282	
276	402	134	
240	408	199	
315	324	222	
200	212	198	
209	383	270	
385	390	316	
146	196	147	
317	338	137	
396	425	272	
306	343	244	
185	200	198	
125	307	299	
282	351	123	
259	365	239	
260	416	296	
135	340	278	
268	379	308	
304	392	308	
239	365	294	
316	390	142	
213	227	212	
225	355	286	
328	412	227	
276	285	252	
125	299	66	
309	361	274	
185	198	197	
227	259	212	
43	417	130	
45	146	124	
277	329	135	
172	265	185	
131	283	68	
270	383	345	
89	327	123	
212	239	198	
10	292	64	
87	306	86	
129	397	273	
121	290	92	
200	213	212	
318	395	249	
160	176	162	
222	385	315	
363	381	237	
277	278	233	
278	340	118	
158	160	159	
234	277	233	
137	318	317	
282	368	245	
272	425	287	
198	199	197	
249	395	281	
236	281	234	
280	372	336	
249	281	236	
124	269	44	
142	347	316	
172	185	181	
146	147	124	
45	124	44	
67	125	66	
232	233	230	
67	283	125	
131	367	283	
160	162	161	
313	333	177	
297	330	144	
164	429	287	
248	249	236	
416	419	158	
238	363	237	
339	409	276	
93	302	121	
266	402	289	
213	228	227	
168	425	396	
86	306	122	
303	311	84	
220	333	313	
305	311	303	
142	390	323	
283	284	125	
188	321	320	
162	164	163	
45	288	146	
285	409	120	
312	411	143	
233	279	230	
319	381	121	
199	423	240	
155	158	157	
287	425	164	
252	285	250	
198	423	199	
353	366	201	
232	234	233	
188	322	321	
254	276	252	
278	372	279	
250	317	249	
317	318	249	
91	290	132	
319	391	381	
254	289	276	
158	386	160	
128	334	95	
276	409	285	
225	286	218	
158	159	157	
296	410	196	
294	404	240	
286	356	166	
248	250	249	
273	384	129	
160	161	159	
281	395	329	
315	385	316	
143	411	348	
302	319	121	
86	122	85	
93	121	92	
189	320	193	
91	132	90	
122	304	303	
122	303	85	
69	309	131	
144	330	37	
289	377	196	
218	342	178	
89	123	88	
266	369	291	
149	152	151	
155	416	158	
188	320	189	
322	366	353	
162	163	161	
176	378	162	
81	346	143	
351	388	123	
285	317	250	
182	322	184	
43	130	42	
69	131	68	
165	168	167	
92	290	91	
94	302	93	
143	346	312	
314	324	315	
68	283	67	
217	275	274	
185	197	181	
169	172	171	
191	325	308	
320	321	275	
229	230	228	
127	314	35	
132	368	327	
130	310	42	
239	423	198	
304	308	305	
41	310	139	
152	155	154	
314	315	141	
184	322	188	
185	265	200	
149	410	152	
193	320	217	
313	375	238	
76	126	75	
36	127	35	
144	393	297	
152	154	151	
125	389	307	
311	397	129	
231	232	230	
85	303	84	
70	309	69	
278	279	233	
196	410	147	
127	324	314	
117	395	370	
298	380	126	
84	311	83	
315	316	141	
38	144	37	
74	145	73	
382	390	243	
138	309	70	
34	314	141	
83	311	129	
326	356	286	
217	320	275	
35	314	34	
133	337	328	
96	323	128	
289	402	276	
279	372	280	
76	335	126	
304	305	303	
132	327	90	
83	129	82	
96	128	95	
217	274	226	
142	323	97	
42	310	41	
97	323	96	
235	236	234	
220	313	238	
202	218	178	
78	140	77	
34	141	33	
209	270	242	
193	217	195	
81	143	80	
98	142	97	
90	327	89	
219	225	218	
147	149	148	
205	331	203	
247	248	236	
172	426	265	
121	381	290	
179	333	220	
41	139	40	
71	138	70	
179	220	215	
37	330	36	
126	364	298	
158	419	386	
140	335	77	
36	330	127	
138	394	361	
308	325	305	
221	301	300	
217	226	195	
155	157	156	
199	408	307	
88	343	87	
257	331	205	
220	238	237	
146	288	266	
265	359	200	
95	334	94	
241	273	214	
270	271	242	
204	207	206	
226	261	246	
82	346	81	
316	347	141	
189	193	192	
123	343	88	
94	334	302	
193	195	194	
226	246	195	
186	267	183	
261	298	246	
138	361	309	
184	188	187	
79	348	78	
33	347	32	
300	312	241	
202	219	218	
155	156	154	
159	177	157	
149	151	150	
127	376	324	
293	404	292	
221	332	301	
211	263	262	
193	194	192	
319	422	360	
257	415	310	
196	377	296	
221	300	241	
40	350	39	
72	349	71	
220	237	215	
164	165	163	
