430	499	478	
438	483	467	
443	455	442	
20	443	442	
17	482	18	
442	456	441	
7	489	440	
66	439	8	
7	440	45	
464	483	441	
8	465	438	
21	442	441	
463	499	430	
435	472	468	
461	475	433	
462	483	438	
21	441	22	
448	500	27	
13	501	449	
449	497	13	
27	496	448	
435	473	472	
434	475	461	
20	442	21	
44	452	450	
451	453	67	
439	465	8	
441	454	22	
441	462	454	
438	465	462	
456	464	441	
469	472	444	
479	482	17	
430	466	463	
468	472	469	
433	499	461	
441	483	462	
22	454	23	
482	489	471	
45	452	44	
67	453	66	
439	480	454	
445	471	470	
454	465	439	
501	503	460	
458	502	500	
40	447	39	
42	449	41	
43	459	42	
44	450	43	
69	457	68	
70	448	69	
72	446	71	
68	451	67	
41	460	40	
71	458	70	
480	485	24	
16	486	479	
454	480	23	
460	503	447	
446	502	458	
446	458	71	
450	459	43	
448	457	69	
40	460	447	
42	459	449	
68	457	451	
70	458	448	
449	460	41	
461	474	434	
473	474	472	
444	481	469	
452	486	450	
451	485	453	
479	486	452	
453	485	480	
23	480	24	
16	479	17	
470	481	445	
458	500	448	
449	501	460	
5	488	30	
31	487	6	
485	493	25	
15	492	486	
19	484	444	
440	452	45	
66	453	439	
39	488	5	
6	487	72	
461	491	474	
24	485	25	
15	486	16	
26	496	27	
13	497	14	
19	498	20	
444	498	19	
445	484	18	
443	461	455	
18	484	19	
20	498	443	
447	503	495	
494	502	446	
466	490	463	
453	480	439	
440	479	452	
455	463	442	
25	493	26	
14	492	15	
451	493	485	
486	492	450	
434	474	473	
455	499	463	
102	436	101	
103	468	102	
100	437	99	
106	434	105	
107	475	106	
108	433	107	
105	473	104	
104	435	103	
101	476	100	
114	432	113	
115	467	114	
111	466	110	
113	477	112	
110	430	109	
116	438	115	
112	431	111	
109	478	108	
437	489	99	
437	476	470	
442	463	456	
440	489	482	
470	471	437	
447	495	488	
487	494	446	
464	490	431	
14	497	492	
493	496	26	
464	477	432	
431	477	464	
432	483	464	
2	494	31	
29	494	2	
30	495	1	
1	495	11	
491	498	444	
469	470	436	
12	503	501	
500	502	28	
470	476	436	
11	503	12	
28	502	29	
27	500	28	
12	501	13	
72	487	446	
447	488	39	
461	499	455	
443	491	461	
469	481	470	
457	493	451	
450	492	459	
448	496	457	
459	497	449	
440	482	479	
457	496	493	
492	497	459	
474	491	472	
444	484	481	
445	482	471	
432	477	113	
110	466	430	
114	467	432	
102	468	436	
106	475	434	
108	478	433	
435	468	103	
104	473	435	
112	477	431	
100	476	437	
431	466	111	
436	476	101	
438	467	115	
434	473	105	
430	478	109	
433	475	107	
462	465	454	
99	489	7	
495	503	11	
29	502	494	
468	469	436	
481	484	445	
467	483	432	
431	490	466	
472	491	444	
471	489	437	
456	490	464	
463	490	456	
478	499	433	
488	495	30	
31	494	487	
443	498	491	
8	438	116	
18	482	445	
