0.000000	0.000000
2.000000	0.000000
0.000000	1.000000
2.000000	1.000000
0.000000	0.200000
2.000000	0.200000
0.750000	0.200000
1.250000	0.200000
0.750000	0.230000
1.250000	0.230000
0.100000	0.000000
0.200000	0.000000
0.300000	0.000000
0.400000	0.000000
0.500000	0.000000
0.600000	0.000000
0.700000	0.000000
0.800000	0.000000
0.900000	0.000000
1.000000	0.000000
1.100000	0.000000
1.200000	0.000000
1.300000	0.000000
1.400000	0.000000
1.500000	0.000000
1.600000	0.000000
1.700000	0.000000
1.800000	0.000000
1.900000	0.000000
0.000000	0.100000
2.000000	0.100000
0.000000	0.900000
0.000000	0.800000
0.000000	0.700000
0.000000	0.600000
0.000000	0.500000
0.000000	0.400000
0.000000	0.300000
0.776316	0.230000
0.802632	0.230000
0.828947	0.230000
0.855263	0.230000
0.881579	0.230000
0.907895	0.230000
0.934211	0.230000
0.960526	0.230000
0.986842	0.230000
1.013158	0.230000
1.039474	0.230000
1.065789	0.230000
1.092105	0.230000
1.118421	0.230000
1.144737	0.230000
1.171053	0.230000
1.197368	0.230000
1.223684	0.230000
2.000000	0.300000
2.000000	0.400000
2.000000	0.500000
2.000000	0.600000
2.000000	0.700000
2.000000	0.800000
2.000000	0.900000
1.900000	1.000000
1.800000	1.000000
1.700000	1.000000
1.600000	1.000000
1.500000	1.000000
1.400000	1.000000
1.300000	1.000000
1.200000	1.000000
1.100000	1.000000
1.000000	1.000000
0.900000	1.000000
0.800000	1.000000
0.700000	1.000000
0.600000	1.000000
0.500000	1.000000
0.400000	1.000000
0.300000	1.000000
0.200000	1.000000
0.100000	1.000000
0.776316	0.200000
0.802632	0.200000
0.828947	0.200000
0.855263	0.200000
0.881579	0.200000
0.907895	0.200000
0.934211	0.200000
0.960526	0.200000
0.986842	0.200000
1.013158	0.200000
1.039474	0.200000
1.065789	0.200000
1.092105	0.200000
1.118421	0.200000
1.144737	0.200000
1.171053	0.200000
1.197368	0.200000
1.223684	0.200000
0.947368	0.252203
1.052383	0.254126
1.158588	0.252489
0.842105	0.252678
0.450454	0.905056
1.554599	0.909027
0.096347	0.453551
1.911999	0.440506
1.234843	0.253402
1.263976	0.253262
1.247723	0.279259
1.280354	0.278862
1.264715	0.306978
1.298648	0.307446
1.279654	0.340288
1.320347	0.337501
1.299777	0.374542
1.342827	0.375396
1.259261	0.374601
0.763158	0.252790
0.736024	0.253262
0.751325	0.279967
0.719646	0.278862
0.735285	0.306978
0.701352	0.307446
0.719767	0.340195
0.679556	0.337486
0.700110	0.374524
0.657138	0.375390
0.740294	0.374325
0.721456	0.412052
0.766296	0.410433
1.278434	0.412090
1.235376	0.410642
1.255293	0.451439
1.206318	0.450019
0.744996	0.451087
0.795242	0.449751
1.296032	0.248428
1.363919	0.332969
1.390564	0.375365
0.703968	0.248428
0.636065	0.332967
0.610438	0.375877
1.229667	0.493474
1.177862	0.492131
0.770703	0.494375
0.821824	0.491994
0.715500	0.502480
1.276890	0.496930
1.202574	0.539523
1.147122	0.537949
0.797836	0.536104
1.122320	0.491700
0.586593	0.327445
0.556930	0.374447
1.413571	0.327360
1.443539	0.374513
1.093437	0.534209
1.115905	0.586119
0.531074	0.324352
0.499942	0.373496
0.527876	0.425106
0.466932	0.424508
0.437504	0.369215
0.498625	0.481878
1.469032	0.324349
1.500058	0.373496
1.472476	0.425282
1.533165	0.424582
1.555201	0.375376
1.501444	0.480915
0.846236	0.446705
1.568842	0.480184
0.431185	0.480333
1.350000	0.913397
0.645073	0.907460
1.051625	0.573219
1.531937	0.542596
1.606406	0.540021
0.465828	0.541716
0.393262	0.539878
1.081775	0.637449
1.018840	0.633784
1.188787	0.402219
0.564351	0.273960
1.435694	0.273945
1.068398	0.485575
1.911263	0.259264
0.089794	0.249982
1.105969	0.254504
0.894737	0.252557
0.999261	0.254185
0.772237	0.306307
1.743914	0.915530
0.090370	0.750186
1.145033	0.644300
0.842004	0.908314
0.359002	0.475883
1.636679	0.477934
1.046783	0.694761
1.571169	0.602833
1.488591	0.606278
1.647408	0.603251
0.428874	0.603653
0.502869	0.602293
0.317677	0.538775
1.498042	0.269830
0.501983	0.269833
0.978796	0.690928
0.873488	0.488809
0.894260	0.442751
0.868727	0.403005
0.913336	0.399529
1.231545	0.305984
1.052632	0.177210
1.105169	0.178260
1.160141	0.173554
1.002608	0.173594
0.944737	0.180314
0.894831	0.178260
0.839859	0.173554
0.789598	0.172564
1.210402	0.172564
1.644743	0.086834
0.338202	0.083374
1.607845	0.673143
1.688874	0.670806
0.466128	0.668558
0.541573	0.667326
0.389161	0.669032
0.893265	0.359106
0.935314	0.361061
0.956796	0.394966
0.973656	0.356782
0.923531	0.484836
0.901724	0.533561
1.008532	0.754967
1.081894	0.759664
1.457417	0.212809
0.542595	0.212812
1.731180	0.603751
0.998012	0.389603
1.014104	0.352470
1.038558	0.384878
1.054495	0.348262
1.438728	0.478937
0.559105	0.476685
0.252570	0.913545
1.913822	0.747378
1.078792	0.380526
1.094576	0.344125
0.847628	0.365206
0.635049	0.076569
1.364951	0.076569
0.935058	0.749143
0.902214	0.677197
0.860710	0.740978
0.281882	0.469796
0.237464	0.537168
1.649731	0.743127
1.564908	0.744650
0.865656	0.328715
0.824822	0.675419
0.786636	0.734212
0.755755	0.667386
0.717289	0.725880
0.504638	0.735787
0.576666	0.600025
1.529441	0.210490
0.468967	0.208606
0.953101	0.326238
1.028662	0.317683
1.040947	0.823657
1.119014	0.831984
1.747891	0.748701
1.367137	0.416845
0.633001	0.423210
1.393788	0.225222
0.606212	0.225222
1.154867	0.763018
0.981659	0.428750
1.201523	0.834477
1.228806	0.761299
1.256742	0.064633
0.743258	0.064633
0.324616	0.406512
0.246028	0.399032
0.289934	0.331455
0.955752	0.529294
0.747548	0.792154
1.850000	0.086603
0.153234	0.096354
0.275636	0.606857
0.192642	0.607859
0.231617	0.679223
0.579989	0.732311
0.545002	0.804641
0.827966	0.330706
1.296593	0.146949
0.703407	0.146949
1.119054	0.375477
1.134062	0.339117
1.110053	0.310382
1.149365	0.301527
1.170626	0.333283
0.831838	0.086992
0.916395	0.092597
1.168162	0.086992
1.083772	0.092639
1.489759	0.148152
0.515018	0.144478
0.686787	0.661732
0.930952	0.580285
0.210847	0.324056
0.254579	0.255355
0.339807	0.262389
1.106174	0.413769
0.875362	0.581639
1.570886	0.268797
1.606165	0.208820
1.650513	0.271048
1.684319	0.205675
1.730370	0.271011
1.691138	0.342708
1.773885	0.342826
0.731228	0.600758
1.735821	0.414156
0.725475	0.222231
0.689665	0.214287
1.274525	0.222231
1.310335	0.214287
1.763890	0.202362
1.184232	0.300662
0.813316	0.360256
0.844553	0.300845
0.880569	0.297060
0.626870	0.803921
0.462614	0.805799
1.605988	0.824662
0.896016	0.796022
1.339882	0.246540
0.660117	0.246540
1.068451	0.308955
1.515767	0.824948
1.479025	0.745264
1.436204	0.814556
1.397054	0.741437
0.988638	0.320852
0.965896	0.292233
0.932430	0.300530
1.006954	0.288852
0.303275	0.185164
0.809072	0.299369
1.352304	0.812683
1.440978	0.673920
1.361164	0.670692
1.404228	0.608233
1.326810	0.607343
1.367464	0.554648
1.288033	0.663861
1.249789	0.592922
0.425867	0.282403
0.215881	0.176520
0.658179	0.593911
0.150973	0.533944
1.449957	0.903704
0.894593	0.324122
1.650673	0.913073
1.092381	0.280078
0.793595	0.616581
1.817989	0.421472
1.771162	0.488858
1.861323	0.347324
0.438116	0.144338
1.282147	0.188622
1.249571	0.168905
1.224705	0.142948
0.717853	0.188622
0.750429	0.168905
0.775295	0.142948
0.547333	0.918696
0.744444	0.921317
1.251199	0.914594
1.157170	0.912251
0.081671	0.351916
1.040072	0.283841
1.215224	0.654686
1.123040	0.278736
0.105974	0.605197
1.446931	0.550556
1.539116	0.077557
1.445485	0.076151
1.408178	0.151126
0.558947	0.076657
0.593140	0.150674
1.749762	0.073655
0.251765	0.090236
0.353108	0.915192
0.303012	0.830511
0.217810	0.826688
0.152726	0.901475
1.000000	0.080525
1.918344	0.548604
1.915733	0.649527
1.833568	0.701010
1.836952	0.800181
1.916702	0.847089
1.830987	0.603176
0.927865	0.931169
1.158973	0.369854
1.196283	0.362246
1.695178	0.831261
1.307923	0.741048
1.152390	0.445991
1.066552	0.913142
1.184949	0.145930
1.146168	0.136277
0.815051	0.145930
0.853832	0.136277
0.163154	0.384326
0.816011	0.400772
0.971945	0.479963
1.006934	0.526469
0.534601	0.538692
0.604722	0.525568
0.666920	0.528192
0.638449	0.478260
1.416771	0.422063
0.581114	0.422509
0.370282	0.345788
1.525419	0.674348
1.204606	0.324977
1.210209	0.277274
1.923069	0.153032
0.077149	0.150765
0.973561	0.251734
0.868421	0.251995
0.921053	0.252290
0.791616	0.253491
1.186466	0.252947
1.078832	0.253411
1.025217	0.256834
0.816150	0.252725
0.614029	0.662733
0.987267	0.579346
1.237249	0.340952
0.195975	0.462970
1.179274	0.592583
1.842079	0.904046
1.815181	0.270318
1.353488	0.189588
0.646668	0.189534
0.792914	0.331917
1.300582	0.547015
0.076407	0.846231
0.147018	0.677818
0.388980	0.205597
0.756832	0.338894
1.381204	0.281531
0.618819	0.281543
0.907895	0.277469
0.426026	0.742770
0.348047	0.751739
0.698322	0.451882
1.302678	0.452146
1.338411	0.496663
0.829908	0.814141
1.697308	0.535448
0.353328	0.605099
1.133275	0.253164
0.660111	0.292217
1.339889	0.292217
0.170659	0.250535
1.023334	0.423438
0.850676	0.534466
0.940255	0.438466
1.065056	0.418101
0.962979	0.811887
1.110814	0.695381
1.145076	0.401462
0.678982	0.412571
1.322557	0.414185
0.745921	0.538844
1.386164	0.464168
0.398253	0.417040
1.596038	0.422756
1.278297	0.830802
0.388307	0.831746
1.210526	0.251696
0.785383	0.281923
1.081046	0.173250
1.065809	0.144522
1.030213	0.153824
0.988368	0.138942
1.105847	0.142750
1.184783	0.178410
1.130080	0.171807
0.870095	0.170828
0.969549	0.173333
0.815217	0.178410
